"ISSN"
"01215469"
"16579534, 01208322"
"02484900, 1768322X"
"08940282"
"14682982, 03331024"
"1098108X, 02763478"
"00255718, 10886842"
"15346080, 00411337"
"19398425, 19398433"
"15582221, 0018926X"
"00107824"
"00104086, 1545701X"
"00144983"
"24712825"
"23258306, 23258292"
"25890042"
"15732827, 10964037"
"15324796, 08836612"
"00940496, 15481425"
"15383008, 00916331"
"19417330, 19326157"
"0003066X, 1935990X"
"0015718X"
"00398322"
"15276465, 15276473"
"17496632, 00778923"
"15265471, 0364765X"
"01987429"
"14770334, 09622802"
"10050302"
"00333174, 15347796"
"15292517, 10972633"
"21601836"
"15265900, 15288447"
"15200434, 08828156"
"01480227, 21562202"
"00057894, 18781888"
"10455736, 10863214"
"15321983, 02615614"
"-"
"14716402, 03616843"
"1573353X, 08893268"
"21680485"
"09670106"
"00472484, 10958606"
"20448325, 09631798"
"15323641, 19435622"
"15451550, 15266028"
"08858969, 15580059"
"00100870, 21506701"
"15550265, 15550273"
"10414347"
"15592308, 15592294"
"03605302, 15324133"
"17594685, 16742788"
"21607508"
"00361410, 10957154"
"01469592, 15394794"
"01460404, 15525783"
"21580014, 21580022"
"19370652"
"21571716, 21571724"
"15732835, 00910627"
"21612617"
"00076503, 15524205"
"15416100, 00223166"
"00131644, 15523888"
"19447973, 00431397"
"23327731"
"26316420, 26316439"
"23256621"
"09500170"
"10881980, 15309290"
"24699950, 24699969"
"10156305, 17503639"
"10990836, 09644733"
"15437221"
"01606689, 15552101"
"15420086, 00063495"
"00961523, 19391277"
"13524585, 14770970"
"10902643, 00191035"
"00653160"
"08867356, 15481360"
"00222518"
"00220965, 10960457"
"19403372"
"00219193, 10985530"
"1939134X, 10403590"
"15384640, 00221546"
"00653454"
"07352751, 14679558"
"22132198, 22132201"
"15459683"
"19411359, 19411340"
"15351645, 15233812"
"13497006, 13479032"
"10627995, 1099159X"
"10636897"
"2365709X"
"1532785X, 15213269"
"23317019"
"15306860, 08926638"
"23290501"
"-"
"00189448, 15579654"
"00917451, 19934456"
"10525173"
"00243590, 19395590"
"00029599"
"15294242, 00321052"
"10982787, 02777037"
"00926566, 10957251"
"21592799, 21592780"
"15308561, 00099147"
"10462023, 10959130"
"07308078"
"25724517, 25724525"
"10957197, 10648275"
"00144886, 10902430"
"10441549, 15354989"
"13233580, 14486083"
"15252027"
"1532799X, 10888438"
"10902716, 00219991"
"15483568, 15483576"
"19395086, 19395078"
"00167606, 19432674"
"10636536, 15580865"
"1932846X, 19328451"
"21695172"
"00762997"
"00145793, 18733468"
"17474930, 17474949"
"10834435"
"19418264, 19474253"
"24055018, 2405500X"
"21576564, 21576580"
"10635823"
"10445005, 10961224"
"15384756, 07419325"
"10960880, 00222496"
"24626813, 19881088"
"23404841"
"15787559"
"22543139"
"11378654, 21745382"
"15750965"
"21905991, 21906009"
"00440094"
"1746630X"
"15577449, 10872914"
"01974580, 15581497"
"00029947, 10886850"
"00045411, 1557735X"
"21686068, 21686084"
"15407977"
"1938274X, 10659129"
"21615063"
"15237052, 15237060"
"23328363, 21648344"
"19492723, 19492715"
"15371948, 00257079"
"15248380, 15528324"
"10731911, 15523489"
"19401612"
"10981063, 10509631"
"15321681, 0268960X"
"00220345"
"15566072"
"21611653"
"15258610, 15389375"
"2151464X, 21514658"
"00340553"
"00249297, 15205835"
"14697874, 17412625"
"00420859, 15528340"
"15527417, 10860266"
"21699356, 21699313"
"10987339, 15328651"
"19491042, 19491034"
"01461672, 15527433"
"15234681, 08840431"
"23408340"
"16998154"
"02125862, 19899823"
"18865887"
"18858252"
"24441457, 11354178"
"23868635"
"22554505"
"23868864, 11362464"
"11397365"
"20141130"
"11387262"
"19896425"
"23401869"
"20143680"
"16978293"
"02107716, 22538291"
"2172055X, 23864761"
"23397500, 20149298"
"16987802"
"0211402X, 2014881X"
"24448729"
"22555889"
"21736049, 21733511"
"22544496"
"18889751, 25306359"
"26050730"
"22540709"
"21736847, 1575166X"
"19899831, 15773442"
"23864494, 15752100"
"19899971, 11330473"
"23409592"
"23864567"
"24443948, 11307269"
"20148534, 20148526"
"23868112, 23868090"
"00370894, 1988320X"
"23409711, 23867027"
"21716897, 21731616"
"15781542, 0034947X"
"00348635"
"19884192, 0034849X"
"0212999X, 19882815"
"02138573"
"22546332, 11385596"
"22547037"
"15797414, 23400005"
"20364989"
"18883931"
"00906778, 00961965"
"15206882, 00032700"
"19374208, 08858977"
"15315487, 10443983"
"00221295, 15407748"
"10986596, 00664804"
"19357516"
"12263613, 20966413"
"15397262, 00222275"
"00296643, 17534887"
"0004637X, 15384357"
"19352727, 19352735"
"23793694"
"23993642"
"0734371X"
"0361476X, 10902384"
"00207136, 10970215"
"00030147, 15375323"
"19391285, 02787393"
"19395116, 19390041"
"15230864, 15577716"
"15254135, 19447884"
"23780967"
"21593345, 21593337"
"07388942, 15499219"
"20425805"
"10665099, 15494918"
"-"
"1552731X, 00224278"
"14682885, 10503293"
"1477870X, 00359009"
"15477215, 1069031X"
"08883270, 10961216"
"19324553"
"10969845, 00988847"
"21713669, 21719705"
"1989614X, 02104911"
"02140659"
"0011250X"
"00097314"
"20147910"
"02118483"
"1887505X, 15763935"
"11330104"
"02104547, 19882351"
"0210377X, 21744017"
"22553827"
"1666485X"
"20148151, 20134118"
"20147023"
"00393258"
"02132060"
"11357789"
"02100223"
"19893302"
"11320249"
"05566533, 19882718"
"23854812, 23854804"
"02146118, 23862300"
"15769895, 2173920X"
"00348619, 16954408"
"11303611"
"18852718"
"11368071"
"11330406, 19882823"
"15770079"
"22538410, 1133309X"
"02105020"
"02113481, 20144520"
"11358831"
"15793311, 23864745"
"21721068, 11328940"
"15751430"
"19896328"
"25394762, 01217550"
"23402547, 1696585X"
"23868295"
"22108823"
"18895425"
"11365781, 20139470"
"11300515"
"11398736"
"15755533"
"00140716"
"11304715, 23401478"
"23289503"
"10900241"
"10902694, 00219517"
"-"
"19390599, 00121649"
"10737928, 16870247"
"08834237"
"10402446, 1938808X"
"15200493, 00270644"
"23795042"
"10960902, 00958956"
"13540661"
"00220396, 10902732"
"00219258, 1083351X"
"1095953X, 09699961"
"00703370, 15337790"
"15200485, 00223670"
"13540688, 14603683"
"02707306, 10985549"
"17588340, 17588359"
"00071323, 13652168"
"22119124"
"23993650"
"19324529"
"0091732X, 19351038"
"15401979, 15401960"
"00323292, 15527514"
"23279125"
"15205703, 01614940"
"19411413, 19411421"
"15582256, 00189219"
"10902473, 08998256"
"15736660, 10407308"
"1469896X, 09618368"
"10902082, 00018708"
"02149745, 23401362"
"25306448"
"02120429"
"02120585, 25303074"
"23411902, 15767914"
"11319070, 19882637"
"0210847X, 19888333"
"11399759, 23855002"
"16972104"
"18864945"
"02134381"
"20149107, 15755045"
"23401176"
"02108178"
"19882955, 02113589"
"23413050, 23412747"
"23871830"
"02132052, 25304100"
"19898487"
"23869453"
"25307878, 11330902"
"18862632"
"15760952, 19885806"
"1696702X"
"05443733"
"26039249"
"19899289"
"16993225"
"23404051, 02133865"
"00108235"
"0214896X, 23866454"
"0210573X, 15789349"
"21736723"
"02133563, 24447072"
"22544313"
"19891709"
"-"
"22546901"
"02149141"
"11300558"
"00487120, 15783278"
"11376368"
"16954300, 15766357"
"03044858"
"02104822, 00650455"
"05204100, 2014993X"
"1697428X, 16974271"
"18886116"
"11353074"
"26051532, 26051575"
"10985514, 0022538X"
"10981004, 10597794"
"00936502, 15523810"
"10960783, 00221236"
"03618609, 10968652"
"21565376, 21618313"
"00197939, 2162271X"
"00071102, 20448317"
"2452302X"
"00948276"
"02725428"
"14735571, 02699370"
"15558584, 15476286"
"25748300"
"25743805"
"2162402X, 21624011"
"15583457, 15369323"
"15357163, 15388514"
"00908258, 10956859"
"21541256, 21541248"
"23255870"
"19413084, 19413149"
"0021972X, 19457197"
"10535888"
"19417705, 19417713"
"08835403, 15328406"
"15351386, 00219355"
"10563911, 15347486"
"08912432, 15523977"
"00221031, 10960465"
"23288930"
"14765381, 00071188"
"23116706, 21505551"
"00129658"
"15251578, 19437811"
"02105187"
"19883269, 11354712"
"02107570"
"15765059, 22538283"
"11390158, 16997468"
"1885740X"
"23406992, 18853730"
"16957504"
"19890389, 18884008"
"1575605X"
"11390107, 22546367"
"03008169"
"02106345"
"16659201"
"14058871"
"16972198, 21732949"
"19882831, 1131558X"
"15788822, 03045412"
"20137087"
"00204536"
"20143613"
"11357606"
"23867159, 02148188"
"01047787, 15788962, 11345934"
"15788830, 02139251"
"02112574"
"15773388"
"02105853, 20141246"
"11396202"
"24449369, 01204912"
"16979133, 16974840"
"11346396"
"21731306, 0076230X"
"19884168, 0436029X"
"02124408, 19887868"
"19899742, 11391723"
"15780740"
"16994949"
"00033170"
"23870346, 23410531"
"11330481"
"18530028"
"19883242, 15756866"
"11397489"
"22552707"
"02101610"
"2253797X"
"20134088, 2013407X"
"21730695"
"16962206"
"00209996, 15360210"
"19448252, 19448244"
"10508406, 15327809"
"20420226, 16727681"
"15720241, 00029270"
"10699384, 15315320"
"10902139, 08891591"
"00123692, 19313543"
"24734284"
"21686785, 21686777"
"19345739, 19345747"
"13621688, 14770954"
"1098660X, 00951137"
"23274662"
"17416248, 08944865"
"1549490X, 10837159"
"18844057, 18844049"
"15580644, 01962892"
"19361335, 19361327"
"15361276"
"10591524, 19394586"
"0065308X, 21636079"
"00333123, 18600980"
"15529924, 00916765"
"15543528, 1554351X"
"08902070, 10990984"
"23284277"
"0013936X, 15205851"
"19383207, 00029165"
"14682850, 09695893"
"10526234, 10957189"
"10806040, 10806059"
"00963445, 19392222"
"10795642, 15244636"
"21658110, 21658102"
"19888430"
"15781399, 02141582"
"11385790"
"16965426"
"19882564, 02112337"
"23959215"
"15759563"
"1133682X"
"23862637"
"21716315"
"00665215"
"11383305, 23405007"
"15776921"
"11321989"
"02126389"
"02106124"
"11354542"
"21731071, 16962508"
"2385409X"
"11364076"
"02132079"
"21727775"
"22543295, 22543511"
"21749221, 21743487"
"00172715"
"11335351, 21745676"
"02104857"
"02147831"
"02127113"
"02109174, 19888538"
"00016640"
"11372311"
"03778282"
"02101602"
"16987454"
"15755886"
"11307099"
"00348244, 1988284X"
"02147564"
"02119536"
"23409894, 00042927"
"11382074"
"18872042, 22539921"
"23863137, 23408170"
"15781453, 03045013"
"11386363"
"02115891"
"0018215X, 19884265"
"21727155, 21723958"
"00141437"
"10963634, 10849521"
"00361429, 10957170"
"10955623, 00100285"
"20413866, 20413874"
"09692126, 18784186"
"0013161X, 15523519"
"15265447, 00411655"
"15314804, 01622889"
"19420080, 19419651"
"15523098"
"08858993"
"23246200"
"10591478, 19375956"
"19316690, 19360975"
"20404603"
"09607692, 14690705"
"10559965, 15387755"
"1557928X, 07421222"
"-"
"14678624, 00093920"
"10967176, 10967184"
"19432631, 00166731"
"10577149"
"10976744, 00028703"
"0194911X, 15244563"
"24519022"
"15537358, 1553734X"
"02780046"
"02659247, 15211878"
"1558173X, 00189200"
"00218251"
"08866236, 19449224"
"20445385"
"03603989, 14682958"
"17508606, 17508592"
"19888384, 00136662"
"20148860"
"19884230, 00665061"
"05699878, 19888325"
"18892566, 1989578X"
"18893805"
"02101963, 1988303X"
"0719918X, 07164548"
"13296221"
"16958950"
"15799794"
"1699311X"
"18874606"
"18862845"
"16955951"
"19891385, 25299727"
"18888526"
"18873987"
"15371964"
"18874460"
"2174548X"
"02111608, 25303589"
"00019704"
"19895569, 11384026"
"23864850, 02135868"
"18891837, 19894805"
"02118572, 20139500"
"21732345, 1889836X"
"1988270X, 11328312"
"02108615"
"23854219, 15750698"
"02137615"
"19899904, 02132338"
"11387319"
"11334762"
"1988561X, 16998855"
"15752437, 16977904"
"16974697"
"15782107, 02115638"
"21745218"
"19895313, 16952731"
"18888046"
"15788857, 15769887"
"11326255"
"16969650"
"11322799, 22555951"
"19888376, 11302097"
"11342072"
"16462890, 16476700"
"22546189, 11348046"
"10982736, 00224308"
"15526763, 00472875"
"00220027"
"1342937X"
"0008543X, 10970142"
"00662313"
"15540634, 15540626"
"19312466, 19312458"
"02732297, 10902406"
"10960821, 0749596X"
"15244628, 00392499"
"19450877, 19379145"
"19475438, 19475446"
"15672409, 15672395"
"10636706"
"00224871, 15527816"
"23793708"
"22136711"
"10959572, 10538119"
"01623737, 19351062"
"02783649, 17413176"
"15573079, 15573060"
"15561380, 15560864"
"00028312, 19351011"
"15265536, 10477047"
"-"
"03635465, 15523365"
"19324391, 1932443X"
"19490984, 19490976"
"00318108"
"00029378, 10976868"
"00219916, 14602466"
"00222836, 10898638"
"19392176, 00220663"
"02780062, 15580062"
"23412216"
"20135246, 21739153"
"16977750"
"15784460"
"15778843"
"23868643"
"18880258"
"20143575"
"15752275"
"2013035X, 11336595"
"00040428, 19888511"
"11397632"
"15792250, 11313587"
"19888457, 00347981"
"20146418"
"2174517X, 02103729"
"02134497"
"2174081X, 18880967"
"16956141"
"02128799"
"23408995, 11305029"
"2172038X"
"00303917"
"19883307, 02109778"
"23403373, 16986989"
"15787044"
"1134928X"
"19898568"
"02100266"
"15788865, 11383593"
"22546103, 11336137"
"11316837, 19882157"
"11305509"
"21731292, 21745145"
"20132247"
"02131285"
"02131315, 1886158X"
"11302887"
"20143567"
"01851063"
"15775097"
"19883056, 11370734"
"00314749"
"2079312X, 11320214"
"11300507, 19894651"
"11353716"
"18878369, 19886705"
"11309741"
"02132370"
"22552677"
"15577805, 00913367"
"20734859"
"15296466"
"00039527, 14320673"
"00852538, 15231755"
"00121797"
"08858950"
"15401413, 15401405"
"10963650, 1044579X"
"00130079, 15392988"
"23795077"
"15250024, 15250016"
"17562171, 07416261"
"14680068, 00294624"
"15523829, 00104140"
"00911798"
"00659266"
"17577799, 17577780"
"0030364X, 15265463"
"15548627"
"2162237X, 21622388"
"2169074X, 21690731"
"1755263X"
"10422587, 15406520"
"10976795, 08947317"
"01909320, 15736687"
"10797114, 00319007"
"19493053"
"-"
"19493029"
"01936530"
"10991379, 08943796"
"00320889, 15322548"
"0022040X, 1945743X"
"15537374, 15537366"
"02137585"
"22542035"
"19897383"
"00127361, 19891490"
"15760162"
"1133455X"
"1886516X"
"11338482, 21717966"
"15788946"
"23399694, 11383194"
"22546774, 02132028"
"23407263"
"21740550, 11305274"
"1698031X"
"00666742, 19883110"
"19882378, 02119803"
"11316993, 19882327"
"15768260, 00040614"
"02113538, 19884125"
"11342277"
"00348570, 19884222"
"19887116"
"23405236"
"00348341, 19883188"
"1989709X, 21712085"
"18894178, 19899335"
"15785297"
"11385774"
"19894635, 11397861"
"16980476"
"1134248X"
"11373601"
"15798135"
"11308621, 15792013"
"16968298, 02115557"
"23173963"
"08708312"
"15774015, 20140983"
"02116057"
"11391472"
"11318635, 19882572"
"20142862"
"21745609"
"11364890"
"1132175X, 21716323"
"22536574"
"22549307, 11333634"
"16996887"
"19888287, 16967240"
"26036479"
"15281140, 00034932"
"15361284"
"02782715, 15445208"
"10966099, 10942025"
"19457669, 19457685"
"1939843X, 0021843X"
"23744650, 23744642"
"15328007, 10705511"
"15200442, 08948755"
"19328346, 19328354"
"15239829, 15454274"
"00029602, 15375390"
"10834427"
"21612129, 21507511"
"07338716"
"20597983"
"00189286, 15582523"
"10957200, 00361445"
"03600572, 15452115"
"13687646, 15322084"
"19411367, 19411375"
"00380407, 19398573"
"21986061"
"15452050, 15435938"
"18790445, 09609822"
"24058033"
"15404781, 00267902"
"15205002, 08974756"
"23270578, 2327056X"
"15232409, 1745493X"
"19319401"
"2041210X"
"1089778X"
"21571422"
"15577368, 07300301"
"15764737"
"26036363"
"00200883, 19883234"
"23281308"
"11326891"
"04749588, 19885172"
"18887546"
"21736545, 0213683X"
"11381728, 16996003"
"11308354, 24453587"
"00141496, 19888546"
"23867655"
"00665126"
"02101696"
"15763080"
"0211139X, 15781747"
"11308001, 19883129"
"05147336"
"23399171, 00798215"
"19899890, 02134691"
"15764729"
"22542884, 22553517"
"03767892"
"22544380"
"02144565, 19882874"
"1578178X, 00338338"
"19882696, 11341629"
"00182141, 19888368"
"18866298, 18862438"
"15750361, 1989063X"
"11302399, 15781291"
"03660176"
"02102862, 20139004"
"11321296"
"15785319, 1988205X"
"15756548, 21739878"
"19897553, 11355948"
"11376627"
"22538070, 2253654X"
"11385952, 1988799X"
"11397241"
"16956885"
"03774732"
"02142570"
"15766578, 02100010"
"20136196"
"02125056"
"26039109"
"1134993X"
"00100730, 19691067"
"00129615"
"25724568"
"21682275, 21682267"
"15333450, 10466673"
"10983600, 15300366"
"21686211, 21686203"
"21686157, 21686149"
"15420124"
"15449173, 15457885"
"1750984X, 17509858"
"02767783, 21629730"
"00223514"
"14693178, 1469221X"
"14770288, 03091325"
"00846597"
"23266066, 23266074"
"21555435"
"10928987"
"00097330, 15244571"
"00905364"
"15393704, 00034819"
"19343396, 1934340X"
"10960473, 10429573"
"15488004, 0022166X"
"19391471, 0033295X"
"15527425, 10944281"
"0066426X, 15451593"
"15318249, 03645134"
"15477398, 00127094"
"17506824, 17506816"
"1545326X, 00664219"
"23747951, 23747943"
"1469185X, 14647931"
"10836101"
"19457189, 0163769X"
"19893469"
"25043145"
"19894104"
"19883102, 02104466"
"16954033, 15772799"
"18893066, 19897251"
"18884415, 19888856"
"15756823"
"11389788"
"02144603"
"11360593"
"16972473"
"02125919"
"19882858, 11321873"
"20143591"
"11302402"
"21718695, 11306343"
"15787680"
"15784487"
"00487694, 18856675"
"0009739X, 1578147X"
"11397853, 19897448"
"19884273, 02105810"
"11301473"
"03656691, 19897286"
"15787168"
"19883250, 03670449"
"21740682, 11395737"
"02136686"
"00257753, 15788989"
"22551514"
"11327200"
"02133717, 18866581"
"26593270"
"02105705"
"18864805, 18877052"
"15780732, 21747350"
"11395583, 21748950"
"19896239"
"02141744"
"11322217, 21724555"
"21739110, 11355727, 16969820"
"1699258X"
"16995198, 02121611"
"22553924, 11334525"
"16964713"
"20514891, 20514883"
"22550550"
"20143214, 16979818"
"26053322, 02129426"
"15317331, 15454118"
"00251909, 15265501"
"15454479, 00664189"
"00014826"
"14680297, 00130133"
"13889842, 18790844"
"15265455, 10477039"
"23342536"
"2397334X"
"15491277, 15491676"
"15408140, 00219525"
"01637525, 15452093"
"15557561"
"15265498, 15234614"
"15306992, 15306984"
"-"
"00664170, 15454487"
"1073449X, 15354970"
"2157846X"
"15383598, 00987484, 00029955"
"00664286, 15452107"
"19430264"
"00219738, 15588238"
"23806583, 23806591"
"00031224, 19398271"
"15525279, 15525260"
"22111247"
"23752548"
"0002953X, 15357228"
"1936086X, 19360851"
"21686114, 21686106"
"17487838, 10010602"
"24519294"
"-"
"19391854, 00219010"
"03675041, 1989953X"
"21731268"
"19884281, 03732568"
"19895585, 11384824"
"02101173"
"02105934, 23406577"
"19882408, 11315598"
"02149168, 15781879"
"1988429X, 00349712"
"00347450"
"04954548"
"11353848"
"15777057"
"15751813"
"21740909, 00349461"
"00142565, 15781860"
"0211819X, 20148801"
"12575011"
"02143429"
"1132239X"
"15792129, 03002896"
"20143605"
"22544135, 11306149"
"16962095, 16995880"
"02111322, 19883196"
"15782824"
"00017310, 15782190"
"02105462"
"02138409"
"18854494, 00040592"
"15750620"
"1028365X, 19969015"
"16970381"
"11303743, 11389737"
"16997980, 02104806"
"11347937"
"20144512, 02121573"
"16977467"
"25300164"
"19883013, 00016519"
"21564639, 21564647"
"19882041, 15791726"
"0213005X, 15781852"
"1138414X, 19896395"
"23403284, 00349356"
"15769402"
"02126567, 15781275"
"03257541"
"18853137"
"19896816"
"07174888, 07195591"
"07194714, 07194803"
"07176252, 07162790"
"07170491"
"07184360, 00348236"
"07188471, 07162138"
"07176058"
"01882872, 1870719X"
"23958936, 20072406"
"14059193"
"01886649"
"16651324"
"03774740, 00377740"
"20074387"
"01850121, 24486558"
"01865897"
"00711675"
"14050994"
"01851276, 18703062"
"20277679, 1692715X"
"23824980, 03703908"
"01235931, 22565450"
"21458502, 16576527"
"0120338X, 22565469"
"17948886"
"16928857, 20117477"
"01246127"
"01228102"
"20113080"
"23230703, 19090455"
"23461780"
"01234412"
"20271131, 21454493"
"15205126, 00027863"
"01492063, 15571211"
"19466234, 19466242"
"19313128"
"07322399, 1526548X"
"00072303, 15334465"
"15210081, 00316997"
"19410611, 19411405"
"00222437, 15477193"
"17444292"
"10985557, 10922172"
"15376605, 00029297"
"00097322, 15244539"
"19361238, 1936122X"
"21603308"
"00346543, 19351046"
"03637425"
"21598274, 21598290"
"01628828"
"00346535, 15309142"
"19457731, 1945774X"
"1553877X"
"24054712"
"23742445, 23742437"
"15485951, 15485943"
"19457707, 19457715"
"00221007, 15409538"
"0003486X"
"10888683, 15327957"
"15424774, 15424766"
"1543592X"
"19411383, 19411391"
"15495477, 08909369"
"23270608"
"24709468"
"23808195"
"10970266, 01432095"
"15534006, 15534014"
"19475454, 19475462"
"10886834, 08940347"
"21740895, 02140039"
"11329483"
"00173495, 19884214"
"15788423"
"02105233"
"24448664"
"20145349, 20136374"
"1695971X, 21719292"
"15786749, 02105691"
"18868576"
"00257656, 16993993, 16994019"
"16957253"
"19892284, 02116995, 20132514"
"16971523, 11393394"
"15781267, 03010546"
"02136163, 23404469"
"19883218, 00825638"
"11376821"
"25309269, 15774147"
"12140287, 1214021X"
"16977920, 16977912"
"02147823"
"1697011X"
"11300108"
"18885063, 20131631"
"2014928X, 1578665X"
"11365420"
"03005267"
"15770354"
"19885202"
"11330740, 21740542"
"21745625, 0211979X"
"1885446X"
"11330953, 19888740"
"18858031, 11356618"
"11385820"
"02139111"
"11344032"
"15782735, 11399287"
"15765962, 21740534"
"19895488"
"00369764"
"16965043"
"16952294, 02129728"
"11301406, 21739188"
"22547339"
"15787001"
"15789705, 16959752"
"16986180, 18867995"
"03663175"
"18529488"
"18538460, 05240476"
"15143899, 24226580"
"16678990, 16678982"
"03252787"
"03292665, 18512879"
"1851992X"
"03293807, 18514669"
"03275094, 18502628"
"15153037"
"03264610"
"03267458"
"23139676"
"03261301, 18519636"
"23468548, 03263428"
"22507116"
"16687132, 24084417"
"16665694, 0326646X"
"0046001X"
"20315929, 22948775"
"07176848, 07160909"
"07173830"
"00101338"
"07188285"
"07162308"
"07182201, 07164254"
"0717201X, 07179308"
"07160852, 07176996"
"07190425, 07190433"
"03793893, 07184026"
"07175698"
"07161840, 07180462"
"07160798"
"07180527"
"00711713, 07176171"
"07189303, 00679674"
"0716498X, 07182376"
"07175051"
"07190409, 07171013"
"07165927, 07188870"
"07187181, 05683939"
"07189273, 07174675"
"07195702, 07173474"
"07190719"
"07164076"
"0033698X"
"00487651, 07182295"
"07191243, 07161832"
"07187262, 0718204X"
"07177526, 0048766X"
"07183437, 07160747"
"07183291, 07183305"
"07185456, 07198949"
"07185286, 03042758"
"07172079, 07179553"
"07192479"
"07177518, 07161549"
"07176384"
"07180209, 07182244"
"07182309"
"07179227, 00347388"
"07173202, 07181795"
"07160542"
"07162952, 07185073"
"0717652X, 07176538"
"07193882, 07193890"
"07180950, 07169132"
"0717554X"
"00734675, 07183429"
"07194250"
"01877585"
"00283851"
"16654390"
"18704905, 00111503"
"01888218"
"10285938"
"14050315"
"03705943"
"01853082, 2448735X"
"16654420"
"00350052"
"01860348"
"01874519"
"01864866"
"01854186"
"01852620"
"24484873, 00418633"
"18704654"
"18700063"
"14052059"
"18703550, 24487228"
"01882198"
"23959908"
"23958235, 01862391"
"01850164"
"24488089, 01878298"
"18700713"
"01851012"
"01889532"
"14051079"
"01854038"
"16651731, 14059940"
"00350001"
"01887653"
"03009041"
"00097411"
"03015092"
"00413011"
"18703542"
"18700462"
"01853325"
"20074034, 1027152X"
"01888897"
"24487899, 18704670"
"24489190, 00025151"
"18708404, 0187893X"
"04435117"
"03017036"
"16658906"
"20076819, 16652436"
"19092474, 01225391"
"-"
"19001592"
"17946670, 22159959"
"00419060, 20111711"
"20117531, 01205552"
"20275137, 2322777X"
"22486046, 20117663"
"01235362"
"0120159X, 22565485"
"23230134, 01203916"
"17945887"
"01202456"
"23229675, 23229381"
"01203649, 2011219X"
"01210793"
"16927273"
"21452660, 01214004"
"01205633"
"17944449"
"01245996"
"01209957"
"2145132X"
"25394711, 20274688"
"23573848, 01200011"
"19094450, 22565027"
"17940915"
"23226889, 01228803"
"17942918"
"01229761"
"01218123, 20279000"
"01221450, 22157727"
"01232126"
"23230622, 01202596"
"19007205, 01203592"
"01206230, 24222844"
"01202804"
"01233432"
"01200062"
"01220268, 19090544"
"20271174, 20271182"
"04866525"
"22484337, 01214772"
"20272103, 21450226"
"01203584"
"01233068"
"00347434"
"00127353"
"0121215X, 22565442"
"25389866, 01200976"
"19345909"
"87551209"
"15487660"
"10974199, 08966273"
"00220515"
"15277755, 0732183X"
"15221210, 00319333"
"00664308, 15452085"
"0147006X, 15454126"
"00664278, 15451585"
"09359648, 15214095"
"19457790, 19457782"
"15504131"
"15452123, 15435008"
"10974164, 10972765"
"25201158"
"00014273"
"00018392, 19303815"
"0734306X, 15375307"
"15308995, 10810706"
"15356108, 18783686"
"10974180, 10747613"
"15454282, 00664146"
"10959203, 00368075"
"10636919"
"00028282"
"15372642, 08893365"
"15453278, 07320582"
"15454509, 00664154"
"00284793, 15334406"
"08864691"
"20587546"
"15458636, 15460738"
"15206890, 00092665"
"00223808, 1537534X"
"00346861, 15390756"
"00928674, 10974172"
"15518922, 15518930"
"10575987, 15458601"
"15424863, 00079235"
"22551379, 02142708"
"20139144"
"0021325X, 22546219"
"21719845, 21715068"
"15792242, 03008932"
"16962281, 20138830"
"16992407, 13866710"
"02124521, 21746486"
"02109425"
"02134853, 15781968"
"02100614, 19884621"
"20138423, 20130953"
"02102773, 23412313"
"24449709, 24449695"
"05707358, 23410825"
"16965728, 16956133"
"11302496, 19882793"
"1885642X, 18863655"
"25310429, 25310437"
"1988592X, 00348082"
"18868134, 02148358"
"16181905, 11396709"
"02116820, 16979540"
"18889891, 19894600"
"19899947"
"16986946, 16984447"
"21712069, 19899246"
"19883226, 04652746"
"16995848, 02133911"
"1139613X"
"02112159, 15768597"
"24448834"
"02146282"
"02115743, 19890648"
"02144840"
"1135755X, 21740526"
"11396121, 16986997"
"02124068, 19899106"
"10189068"
"19891342, 18884296"
"22544372, 11361034"
"02149915, 1886144X"
"11343478"
"11320559, 21734712"
"22554165"
"19894007, 18891861"
"02141493"
"18855857"
"16972600"
"02132230"
"22239375, 23084928"
"20779917, 23066741"
"23052546, 02513420"
"22231757, 02521865"
"02528843"
"1016913X, 22233741"
"16840933, 22271465"
"02549239, 22233768"
"1609722X, 10225129"
"17279933, 15610837"
"02549247, 22233733"
"16099117, 16823419"
"17264634, 17264642"
"20771886, 22180648"
"03252957"
"18523862, 18501044"
"18518796, 03270793"
"03275019"
"24083801, 18531296"
"00146722, 18530605"
"03276139"
"15144186, 16669479"
"18501168"
"21653011"
"16698975, 16698983"
"18504884, 00733407"
"15159825"
"03258718, 16692314"
"16679202"
"15148327, 18511740"
"03009033"
"03267237, 18527744"
"1850468X, 0325187X"
"00347000"
"23623853, 03262383"
"18528562, 03283445"
"16696840, 16684834"
"1668298X, 03276244"
"18502067, 03263169"
"00319457"
"15155994"
"0032745X"
"16699106, 00257680"
"15145158"
"18524206"
"18524249"
"18538665, 03704661"
"03276716, 18517951"
"03250075, 16683501"
"16660536, 03279383"
"16675746, 03279545"
"18524834, 03264815"
"18501699, 00116793"
"18526233, 16660390"
"03275477, 1667782X"
"18538126, 03275159"
"03258203, 16687027"
"18512372, 0373580X"
"18514979, 16697316"
"18518249, 00044822"
"16692381, 18518265"
"16699637, 00416932"
"16662105, 1850373X"
"18518044, 00027014"
"1726569X, 07175906"
"07171285, 07185758"
"07165811"
"03045609"
"07192576, 07192584"
"07179324, 07179707"
"07176295, 00493449"
"07176279, 07160917"
"07182228, 07170297"
"07183399"
